Product Class,GL Description,Category,Subcategory,ASIN,Item Description,Qty,Unit Retail,Ext. Retail,EAN,LPN,UPC,Brand,Color,Model
Consumer Electronics,Wireless,Wireless Accessories,Car Kit,B09BC7DQ84,"SUNDAREE Super Fast Car Charger, 60W USB Car Charger Multiport, USB C Cigarette Charger Compatible with iPhone 16 Pro Max Plus/15/14/13/12/iPad Air/Mini 3 Samsung S24/23 Note 20/S10/S9",10,22.99,229.89999999999998,,,,SUNDAREE,CC53-2A2C-60w,
Consumer Electronics,Camera,Camera,Camera,B0DKJFD7VW,Drone With HD Fpv Camera Optical Flow Localization Remote Control Toys Gifts With Altitude Hold Headless Mode Start Speed For Adults Men Beigginer,1,227.96,227.96,5.79331E+12,,,,Black,SensinangGGG Drone
Consumer Electronics,Wireless,Wireless Accessories,Travel/Wall Chargers,B07K1HW91Z,"Charger for Dyson Cordless Vacuum V6 V7 V8 DC58 DC59 DC61 DC62 SV03 SV04 SV05 SV06 SV07 SV09 Absolute Animal Fluffy Motorhead Vacuum Power Supply, 26V 0.78A AC DC Adapter, UL Listed, 6FT Power Cord",10,22,220,6.9581E+12,,,LotFancy,,
Consumer Electronics,Wireless,Wireless,Wireless,B0DLW9YCJJ,"HitTopss Smart Ring, Fitness Sleep Health Tracker Rings for Men Women, No APP Subscription, Sleep Tracking, Heart Rate, Blood Oxygen, IP68 Waterproof (Black, 10#)",2,99.99,199.98,,,,HitTopss,Black,Smart Ring
Consumer Electronics,Electronics,Electronics,Electronics,B0DJ2KNW2T,"Kuulaa 35W Portable Charger with Built-in Cables and AC Wall Plug, 5000mAh USB C Power Bank Fast Charging Battery Pack for iPhone 16/15/14/13 Series, Samsung, Galaxy,iPad etc",4,49.99,199.96,,,,Kuulaa,White,
Consumer Electronics,Wireless,Wireless Accessories,Car Chargers,B0DP6W1YF1,"USB C Car Charger, 120W 4 Ports Super Fast Car Charger Adapter, Dual USB-C & USB-A PD60W/QC30W Fast Charging Cigarette Lighter for iPhone 16/15/14/13/12, Samsung Galaxy S24 Ultra/S23, Pixel, Android",5,39.99,199.95000000000002,,,,SUNDAREE,CC-883,
Consumer Electronics,Wireless,Wireless Cases,Cases,B0DNYXQ263,"GOLDJU for Samsung Galaxy S25 Case with 360°Rotatable Magnetic Stand [Military Drop Protection] [Compatible with MagSafe] Matte Translucent Slim Galaxy S25 Case, Black 2025",5,39.99,199.95000000000002,,,,GOLDJU,Black,
Consumer Electronics,Wireless,Wireless Cases,Cases,B0CPHRV6TS,"Nillkin for Samsung S24 Ultra Case with 2 in 1 Camera Cover & Metal Kicksatnd, Compatible with MagSafe, Military Grade Shockproof Hard Case Heavy Duty Protection Armor Case for Galaxy S24 Ultra, Black",5,39.99,199.95000000000002,6.90205E+12,,,Nillkin,Black,
Consumer Electronics,Wireless,Wireless,Wireless,B0D5YM6KN2,"CASEKOO Patented 360° Spin Stand [Stand at Any Angle] for iPhone 16 Pro Max Case [Compatible with MagSafe] [Military Drop Protection] Shockproof Slim Translucent Matte Case 6.9 Inch 2024, Blue",5,39.99,199.95000000000002,,,,CASEKOO,Blue,iPhone 16 Pro Max Case
Consumer Electronics,Wireless,Wireless,Wireless,B0D5YL2DPK,"CASEKOO Patented 360° Spin Stand [Stand at Any Angle] for iPhone 16 Pro Case [Compatible with MagSafe] [Military Drop Protection] Shockproof Slim Translucent Matte Case 6.3 Inch 2024, Blue",5,39.99,199.95000000000002,,,,CASEKOO,Blue,iPhone 16 Pro Case
Consumer Electronics,Camera,Camera,Camera,B0D8BBVB66,"Btffitting Pencil Case,Personalized Pencil Pouch Cute Aesthetic College School Supplies,Large Storage High Capacity Pen Bag Holder Box Organizer Special Cases Gifts for Girls Teens - Beige+Pink,S",10,19.99,199.89999999999998,,,,Btffitting,Beige+Pink,Qbd01
Consumer Electronics,Camera,Camera,Camera,B0D8BBVB66,"Btffitting Pencil Case,Personalized Pencil Pouch Cute Aesthetic College School Supplies,Large Storage High Capacity Pen Bag Holder Box Organizer Special Cases Gifts for Girls Teens - Beige+Pink,S",10,19.99,199.89999999999998,,,,Btffitting,Beige+Pink,Qbd01
Consumer Electronics,Wireless,Wireless Accessories,Travel/Wall Chargers,B07K1HW91Z,"Charger for Dyson Cordless Vacuum V6 V7 V8 DC58 DC59 DC61 DC62 SV03 SV04 SV05 SV06 SV07 SV09 Absolute Animal Fluffy Motorhead Vacuum Power Supply, 26V 0.78A AC DC Adapter, UL Listed, 6FT Power Cord",8,22,176,6.9581E+12,,,LotFancy,,
Consumer Electronics,Wireless,Wireless Accessories,Holders/Mounts,B00VP9KREY,"Honsky Thumbs-up Cell Phone Stand Holder, Tablet Stand Cradle for Desk Desktop Smartphone Cellphone Mobile Phone Tablets – Universal Adjustable Flexible, Deep Red",10,17.48,174.8,0701979890516,,7.0198E+11,Honsky,Deep Red,
Consumer Electronics,Wireless,Wireless Accessories,Holders/Mounts,B00PPR3RMQ,"Honsky Thumbs-up Cell Phone Stand Holder, Tablet Stand Cradle for Desk Desktop Smartphone Cellphone Mobile Phone Tablets – Universal Adjustable Flexible, Black",10,17.48,174.8,0701979892749,,7.0198E+11,Honsky,Black,
Consumer Electronics,Wireless,Wireless Accessories,Holders/Mounts,B00PPR3RMQ,"Honsky Thumbs-up Cell Phone Stand Holder, Tablet Stand Cradle for Desk Desktop Smartphone Cellphone Mobile Phone Tablets – Universal Adjustable Flexible, Black",10,17.48,174.8,0701979892749,,7.0198E+11,Honsky,Black,
Consumer Electronics,Wireless,Wireless Accessories,Holders/Mounts,B00PPR3RMQ,"Honsky Thumbs-up Cell Phone Stand Holder, Tablet Stand Cradle for Desk Desktop Smartphone Cellphone Mobile Phone Tablets – Universal Adjustable Flexible, Black",10,17.48,174.8,0701979892749,,7.0198E+11,Honsky,Black,
Consumer Electronics,Wireless,Wireless Accessories,Holders/Mounts,B00PPR3RMQ,"Honsky Thumbs-up Cell Phone Stand Holder, Tablet Stand Cradle for Desk Desktop Smartphone Cellphone Mobile Phone Tablets – Universal Adjustable Flexible, Black",10,17.48,174.8,0701979892749,,7.0198E+11,Honsky,Black,
Consumer Electronics,Wireless,Wireless Accessories,Holders/Mounts,B00PPR3RMQ,"Honsky Thumbs-up Cell Phone Stand Holder, Tablet Stand Cradle for Desk Desktop Smartphone Cellphone Mobile Phone Tablets – Universal Adjustable Flexible, Black",10,17.48,174.8,0701979892749,,7.0198E+11,Honsky,Black,
Consumer Electronics,Wireless,Wireless,Wireless,B0CZ36VMFV,"Alpine Loop Nylon Band - Compatible with Apple Watch Ultra 2 bands 49mm 46mm 45mm 44mm 42mm 41mm 40mm 38mm Men Women,Sport Strap Bracelet Wristband for iWatch Ultra Series 10 9 8 7 6 5 4 SE Ultra2",10,16.99,169.89999999999998,0715501917282,,7.15502E+11,ALMNVO,04-Black,
Consumer Electronics,Wireless,Wireless,Wireless,B0CZ36VMFV,"Alpine Loop Nylon Band - Compatible with Apple Watch Ultra 2 bands 49mm 46mm 45mm 44mm 42mm 41mm 40mm 38mm Men Women,Sport Strap Bracelet Wristband for iWatch Ultra Series 10 9 8 7 6 5 4 SE Ultra2",10,16.99,169.89999999999998,0715501917282,,7.15502E+11,ALMNVO,04-Black,
Consumer Electronics,Wireless,Wireless,Wireless,B0CZ36VMFV,"Alpine Loop Nylon Band - Compatible with Apple Watch Ultra 2 bands 49mm 46mm 45mm 44mm 42mm 41mm 40mm 38mm Men Women,Sport Strap Bracelet Wristband for iWatch Ultra Series 10 9 8 7 6 5 4 SE Ultra2",10,16.99,169.89999999999998,0715501917282,,7.15502E+11,ALMNVO,04-Black,
Consumer Electronics,Wireless,Wireless,Wireless,B0CZ36VMFV,"Alpine Loop Nylon Band - Compatible with Apple Watch Ultra 2 bands 49mm 46mm 45mm 44mm 42mm 41mm 40mm 38mm Men Women,Sport Strap Bracelet Wristband for iWatch Ultra Series 10 9 8 7 6 5 4 SE Ultra2",10,16.99,169.89999999999998,0715501917282,,7.15502E+11,ALMNVO,04-Black,
Consumer Electronics,Wireless,Wireless,Wireless,B0CZ36VMFV,"Alpine Loop Nylon Band - Compatible with Apple Watch Ultra 2 bands 49mm 46mm 45mm 44mm 42mm 41mm 40mm 38mm Men Women,Sport Strap Bracelet Wristband for iWatch Ultra Series 10 9 8 7 6 5 4 SE Ultra2",10,16.99,169.89999999999998,0715501917282,,7.15502E+11,ALMNVO,04-Black,
Consumer Electronics,Wireless,Wireless,Wireless,B0CZ36VMFV,"Alpine Loop Nylon Band - Compatible with Apple Watch Ultra 2 bands 49mm 46mm 45mm 44mm 42mm 41mm 40mm 38mm Men Women,Sport Strap Bracelet Wristband for iWatch Ultra Series 10 9 8 7 6 5 4 SE Ultra2",10,16.99,169.89999999999998,0715501917282,,7.15502E+11,ALMNVO,04-Black,
Consumer Electronics,Wireless,Wireless,Wireless,B0CZ36VMFV,"Alpine Loop Nylon Band - Compatible with Apple Watch Ultra 2 bands 49mm 46mm 45mm 44mm 42mm 41mm 40mm 38mm Men Women,Sport Strap Bracelet Wristband for iWatch Ultra Series 10 9 8 7 6 5 4 SE Ultra2",10,16.99,169.89999999999998,0715501917282,,7.15502E+11,ALMNVO,04-Black,
Consumer Electronics,Wireless,Wearables,Smartwatches,B0CZ66M2SN,"Alpine Loop Nylon Band - Compatible with Apple Watch Ultra 2 bands 49mm 46mm 45mm 44mm 42mm 41mm 40mm 38mm Men Women,Sport Strap Bracelet Wristband for iWatch Ultra Series 10 9 8 7 6 5 4 SE Ultra2",10,16.99,169.89999999999998,0715501917336,,7.15502E+11,ALMNVO,06-Orange,
Consumer Electronics,Wireless,Wearables,Smartwatches,B0CZ66M2SN,"Alpine Loop Nylon Band - Compatible with Apple Watch Ultra 2 bands 49mm 46mm 45mm 44mm 42mm 41mm 40mm 38mm Men Women,Sport Strap Bracelet Wristband for iWatch Ultra Series 10 9 8 7 6 5 4 SE Ultra2",10,16.99,169.89999999999998,0715501917336,,7.15502E+11,ALMNVO,06-Orange,
Consumer Electronics,Wireless,Wearables,Smartwatches,B0CZ66M2SN,"Alpine Loop Nylon Band - Compatible with Apple Watch Ultra 2 bands 49mm 46mm 45mm 44mm 42mm 41mm 40mm 38mm Men Women,Sport Strap Bracelet Wristband for iWatch Ultra Series 10 9 8 7 6 5 4 SE Ultra2",10,16.99,169.89999999999998,0715501917336,,7.15502E+11,ALMNVO,06-Orange,
Consumer Electronics,Wireless,Wearables,Smartwatches,B0CZ66M2SN,"Alpine Loop Nylon Band - Compatible with Apple Watch Ultra 2 bands 49mm 46mm 45mm 44mm 42mm 41mm 40mm 38mm Men Women,Sport Strap Bracelet Wristband for iWatch Ultra Series 10 9 8 7 6 5 4 SE Ultra2",10,16.99,169.89999999999998,0715501917336,,7.15502E+11,ALMNVO,06-Orange,
Consumer Electronics,Wireless,Wearables,Smartwatches,B0CZ66M2SN,"Alpine Loop Nylon Band - Compatible with Apple Watch Ultra 2 bands 49mm 46mm 45mm 44mm 42mm 41mm 40mm 38mm Men Women,Sport Strap Bracelet Wristband for iWatch Ultra Series 10 9 8 7 6 5 4 SE Ultra2",10,16.99,169.89999999999998,0715501917336,,7.15502E+11,ALMNVO,06-Orange,
Consumer Electronics,Wireless,Wearables,Smartwatches,B0CZ66M2SN,"Alpine Loop Nylon Band - Compatible with Apple Watch Ultra 2 bands 49mm 46mm 45mm 44mm 42mm 41mm 40mm 38mm Men Women,Sport Strap Bracelet Wristband for iWatch Ultra Series 10 9 8 7 6 5 4 SE Ultra2",10,16.99,169.89999999999998,0715501917336,,7.15502E+11,ALMNVO,06-Orange,
Consumer Electronics,Wireless,Wearables,Smartwatches,B0CZ66M2SN,"Alpine Loop Nylon Band - Compatible with Apple Watch Ultra 2 bands 49mm 46mm 45mm 44mm 42mm 41mm 40mm 38mm Men Women,Sport Strap Bracelet Wristband for iWatch Ultra Series 10 9 8 7 6 5 4 SE Ultra2",10,16.99,169.89999999999998,0715501917336,,7.15502E+11,ALMNVO,06-Orange,
Consumer Electronics,Wireless,Wearables,Smartwatches,B0CZ66M2SN,"Alpine Loop Nylon Band - Compatible with Apple Watch Ultra 2 bands 49mm 46mm 45mm 44mm 42mm 41mm 40mm 38mm Men Women,Sport Strap Bracelet Wristband for iWatch Ultra Series 10 9 8 7 6 5 4 SE Ultra2",10,16.99,169.89999999999998,0715501917336,,7.15502E+11,ALMNVO,06-Orange,
Consumer Electronics,Wireless,Wireless,Wireless,B0D5YN3B8H,"CASEKOO Patented 360° Spin Stand [Stand at Any Angle] for iPhone 16 Pro Max Case [Compatible with MagSafe] [Military Drop Protection] Shockproof Slim Translucent Matte Case 6.9 Inch 2024, Black",4,39.99,159.96,,,,CASEKOO,Black,iPhone 16 Pro Max Case
Consumer Electronics,Wireless,Wireless Cases,Folding/Front-Cover Cases,B0CPJ11X62,"VANAVAGY Wallet Case Compatible for Samsung Galaxy S24 Plus for Women Men,Leather Magnetic Clasp Flip Folio Phone Cover with Credit Card Holder and Coin Pocket,Brown",3,49.99,149.97,,,,VANAVAGY,Brown,1002-26C-2700Q
