sku,mfgn,qty,qtynj,qtyfl,price,map,mrp
11805,AIR-033-270,0,0,0,72.73,,
11806,AIR-033-352,0,0,0,68.18,,
11814,AIR-033-391,0,0,0,227.27,,
11817,525T-BSD,1,0,1,204.44,,
12150,SS-1002W,4,2,2,256.12,,
12151,SS-2000W,3,2,1,441.77,,
12152,SS-5000W,2,0,2,801.42,,
12167,5241-R,11,6,5,90.64,,
12286,MA1000RB,276,135,141,7.99,,
12542,MA4054B,227,113,114,29.99,,
12743,M81120,4,2,2,872.27,,
12744,M81121,2,2,0,1072.00,,
12745,M81105,2,1,1,270.82,,
13034,010-10121-00,0,0,0,22.49,,
13045,X-10-A,3,3,0,35.00,,
13048,5228-1,8,8,0,62.73,,
13049,5228-2,6,1,5,67.04,,
13112,525ST-PWC,0,0,0,173.33,,
13113,526ST-MSC,0,0,0,355.56,,
13169,M78713-PZ,2,2,0,149.99,,179.99
13172,P19007,35,25,10,48.73,,
13173,P19001,6,3,3,48.73,,
13174,P19006,8,4,4,48.73,,
13176,5309-R,0,0,0,733.79,,
13253,AIR-033-226,0,0,0,68.18,,
13254,AIR-033-476,0,0,0,68.18,,
13255,AIR-033-073,0,0,0,159.09,,
13256,525STID-MSD,0,0,0,400.00,479.99,
13267,5101,77,52,25,72.51,,
13292,525STID-PWD,1,1,0,173.33,,
13293,520-5PSD,0,0,0,174.22,,
13294,ST-02MSB,0,0,0,190.91,,
13295,ST-02PSB,0,0,0,118.18,,
13298,CA50/200-12M,0,0,0,921.82,,
13300,525T-BSC,0,0,0,204.44,,
13306,FAX30,0,0,0,1133.55,,
13350,520-BLD,0,0,0,186.67,,
13362,000-041-405,0,0,0,80.91,,
13366,525T-PWD,2,2,0,106.67,,
13374,806-1800,6,1,5,1459.74,,
13474,010-10192-01,0,0,0,155.00,,
13478,526ST-MSC7,0,0,0,440.00,,
13479,YB-600,0,0,0,1453.22,,
13481,ST-01PTB,0,0,0,81.82,,
13483,AIR-033-203,0,0,0,77.27,,
13498,E26019-PZ,0,0,0,270.82,,324.99
13500,A12005,15,8,7,566.57,,
13501,A12004,5,3,2,472.82,,
13544,CA50/200-1T,0,0,0,921.82,,
13560,000-158-002,0,0,0,34.55,,
13561,CA50B-9B,0,0,0,422.73,,
13593,010-10272-00,24,19,5,74.99,,
13598,AIR-033-204,0,0,0,63.64,,
13628,9004E,7,5,2,46.42,,
13629,2001,21,11,10,10.57,,
13630,GPA017,0,0,0,117.27,,
13643,000-159-695,0,0,0,112.73,,
13646,9282.3,3,0,3,172.89,,
13666,520-PLD,1,1,0,88.89,,
13667,000-135-397,5,3,2,50.00,,
13724,4187HD,26,26,0,50.92,,
13726,5120,24,12,12,91.25,,
13748,808-1800,4,2,2,59.28,,
13759,4357-S,19,5,14,72.08,,
13770,AIR-033-333,0,0,0,50.00,,
13775,000-154-036,0,0,0,94.55,,
13776,FAX5,0,0,0,592.73,,
13792,SP-5-C,0,0,0,909.95,,
13827,525-5PWD,0,0,0,112.73,,
13828,000-154-053,0,0,0,131.82,,
13834,CA50B-6B,0,0,0,262.73,,
13846,CA200B-5S,0,0,0,281.82,,
13852,AIR-033-351,0,0,0,31.82,,
13856,P102938,2,1,1,44.47,,
13876,4125,6,3,3,12.59,,
13877,7234,2,0,2,38.61,,
13878,7208,28,19,9,16.27,,
13879,9353,7,3,4,31.46,,
13880,8013,2,0,2,32.87,,
13881,1002,36,13,23,16.77,,
13882,8031,13,5,8,7.05,,
13902,E66008,2,1,1,169.60,,199.00
13934,8067,4,2,2,29.53,,
13935,8030,21,10,11,7.05,,
13936,8039,9,2,7,29.53,,
13937,8065,0,0,0,16.86,,
13938,2304,55,31,24,9.65,,
13940,2305,91,49,42,10.71,,
13941,2701,51,22,29,15.43,,
13942,2709,5,0,5,11.24,,
13943,2710,8,3,5,11.48,,
13944,2301,56,37,19,12.87,,
13945,2303,42,15,27,16.75,,
13947,2302,44,24,20,20.01,,
13948,2105,114,70,44,42.05,,
13950,2003,52,20,32,9.97,,
13951,2002,72,19,53,9.97,,
13952,2103,12,7,5,18.92,,
13953,2104,63,38,25,89.78,,
13954,2708,17,9,8,19.41,,
13955,2506,48,0,48,7.32,,
13956,2508,48,32,16,8.54,,
13957,2510,14,0,14,9.70,,
13958,2512,71,22,49,13.37,,
13959,9217,76,24,52,2.99,,
13960,1001,26,12,14,16.19,,
13961,1003,17,9,8,18.54,,
13967,5018,5,0,5,32.27,,
13969,5005,124,52,72,23.62,,
13971,8068,6,4,2,482.22,,
13972,8082,4,2,2,379.47,,
13974,8080,0,0,0,178.20,,
13975,8079,16,10,6,108.66,,
13976,8051,0,0,0,205.96,,
13979,8061,6,4,2,173.68,,
13980,8081,0,0,0,306.27,,
13981,8015,0,0,0,87.57,,
13984,B-51W,4,2,2,75.06,,
13993,FN-203,8,4,4,390.35,,
13994,FNW-203,3,2,1,390.35,,
14021,520-5MSD,0,0,0,303.11,,
14037,5400-XT,17,8,9,156.80,,
14038,5401-XT,18,6,12,156.80,,
14042,5420-XT,8,1,7,124.24,,
14043,5421-XT,8,2,6,124.24,,
14065,010-10314-00,0,0,0,7.42,,
14066,010-10267-00,0,0,0,7.90,,
14067,D284,6,3,3,46.86,,
14069,D286,0,0,0,59.65,,
14070,D287,0,0,0,68.17,,
14071,D288,0,0,0,89.48,,
14073,D244,3,2,1,42.60,,
14085,M78717,0,0,0,183.32,,
14100,528-VW,21,11,10,195.42,,
14106,531-AW,1,0,1,216.41,,
14125,2702,11,1,10,16.47,,
14165,7202,48,22,26,17.47,,
14166,7206,28,22,6,16.27,,
14177,5133,27,9,18,25.85,,
14235,SK135,0,0,0,181.81,,
14258,82-0123-01,5,3,2,137.41,,
14259,2404,22,9,13,4.72,,
14260,2406,23,9,14,5.39,,
14489,ARP11,0,0,0,610.91,,
14494,000-154-052,0,0,0,423.64,,
14495,235DST-PWE,0,0,0,481.82,,
14497,010-10231-01,6,5,1,17.59,,
14521,000-144-463,0,0,0,66.36,,
14525,4700,8,3,5,22.56,,
14526,4700-1,1,0,1,34.54,,
14527,4700-2,7,5,2,47.19,,
14533,4190,5,4,1,40.73,,
14538,4710,42,27,15,15.58,,
14541,4720,4,0,4,19.19,,
14561,2011,46,18,28,6.65,,
14562,2101,9,7,2,18.92,,
14563,2102,8,5,3,18.92,,
14566,4100,97,50,47,2.86,,
14567,4126,7,5,2,13.57,,
14569,5015,7,5,2,37.99,,
14572,8086,3,1,2,1344.14,,
14573,8084,1,1,0,763.27,,
14574,8076,1,0,1,481.43,,
14575,8074,0,0,0,398.56,,
14576,8097,5,3,2,270.44,,
14577,8096,5,3,2,225.73,,
14578,8261,4,2,2,193.49,,
14579,8262,4,2,2,115.37,,
14580,9001E,25,9,16,35.23,,
14581,8184,0,0,0,763.38,,
14582,2402,35,14,21,3.85,,
14583,2408,26,19,7,6.24,,
14584,2410,22,12,10,8.44,,
14585,2502,47,18,29,4.23,,
14586,2504,47,10,37,5.28,,
14587,2602,24,15,9,7.25,,
14588,2604,19,11,8,10.33,,
14589,2608,22,10,12,19.53,,
14590,2610,15,5,10,22.52,,
14592,9216,25,10,15,3.24,,
14594,9218,33,19,14,2.99,,
14597,7218,4,4,0,16.27,,
14599,7226,15,11,4,16.27,,
14600,7230,14,9,5,16.27,,
14601,7233,6,4,2,37.54,,
14602,7235,11,6,5,37.54,,
14603,7260,14,9,5,37.54,,
14604,7238,17,4,13,37.54,,
14605,7240,12,6,6,37.54,,
14606,7242,18,6,12,37.54,,
14607,010-10300-00,0,0,0,29.99,,
14672,V-57.2,6,2,4,78.24,,
14673,K-TD.2,1,1,0,30.00,,
14768,8033,59,17,42,2.44,,
14769,8022,2,0,2,65.68,,
14771,8232,7,2,5,18.15,,
14847,8263,5,2,3,43.61,,
14882,AG226,0,0,0,349.08,,
14883,AG126,0,0,0,359.99,,
14884,TP125,0,0,0,145.44,,
14907,5235-XT,16,5,11,148.31,,
14908,4006,15,2,13,22.31,,
14909,414,11,6,5,8.64,,
14911,4188-SL,10,2,8,61.11,,
14934,SU-1,0,0,0,35.29,,
14941,ANCHORMAX,2,1,1,762.94,,
14960,CMP460,16,7,9,44.04,,
14968,22040A,9,4,5,525.95,,
15022,NET-DWN-CBL,0,0,0,54.55,,
15023,010-10305-01,0,0,0,18.75,,
15028,D031,0,0,0,85.22,,
15111,235DHT-MSE,0,0,0,627.27,,
15112,235DHT-LMSE,0,0,0,736.36,,
15125,000-159-686,1,0,1,53.64,,
15126,000-030-097,0,0,0,81.82,,
15198,FPHRC1002000C00,50,26,24,127.68,,
15204,FP900UB00000A00,19,12,7,25.04,,
15231,E66023,0,0,0,83.32,,
15232,M81131,0,0,0,2291.66,,
15243,"TRAWLPLOT 12",0,0,0,1959.30,,
15266,E66054,0,0,0,169.60,,199.00
15273,4079,7,7,0,12.33,,
15274,4184,155,47,108,7.67,,
15278,4078-50,6,6,0,36.80,,
15307,PL-258-G,14,6,8,10.63,,
15309,PL-259-58-G,22,11,11,10.63,,
15310,PL-259-CP-G,243,156,87,11.95,,
15311,PL-259-G,6,5,1,10.63,,
15317,PL-258-CP-G,26,16,10,17.60,,
15371,E66014,0,0,0,241.66,,289.99
15374,PL-259-8X-G,18,3,15,10.63,,
15404,E22078,21,9,12,538.03,,
15502,E26030,1,1,0,99.99,,
15512,SRC-35,2,2,0,44.88,,
15513,SRC-50,2,2,0,60.88,,
15556,MR690,0,0,0,80.59,144.99,
15599,802-1500,0,0,0,621.43,,
15665,6510USB,7,3,4,191.76,202.50,
15685,010-10454-00,0,0,0,9.89,,
15701,2110A,8,4,4,34.76,,
15706,2111A,16,2,14,29.15,,
15841,E12093,8,5,3,680.70,,
15856,M81130,1,1,0,1979.16,,
15871,GP1060,0,0,0,349.08,,
15965,M81132,0,0,0,2366.66,,
16015,GP1061,0,0,0,363.62,,
16019,010-00351-00,15,7,8,202.49,,
16024,CT-100,8,5,3,19.06,,
16081,8197,0,0,0,270.44,,
16082,8072,9,6,3,16.86,,
16087,8066,38,17,21,2.44,,
16088,9003E,91,51,40,32.94,,
16105,S-53G,7,4,3,75.06,,
16136,PP5050,0,0,0,356.35,,
16137,PP5051,0,0,0,370.90,,
16152,240SW,19,8,11,39.13,,
16154,PP5061,0,0,0,399.99,,
16208,N108000,0,0,0,443.18,,
16209,N128000,0,0,0,446.02,,
16210,FP900DB00000A00,13,9,4,25.04,,
16211,DA645G,1,0,1,21.98,,
16213,N129000,0,0,0,451.70,,
16218,N188000,1,0,1,429.99,,
16219,12700UNIV,5,0,5,289.77,,
16220,12641-12,0,0,0,78.75,,
16221,12701-12,2,1,1,78.75,,
16222,12612,6,5,1,15.75,,
16224,12727,8,0,8,105.00,,
16227,2900BWL,0,0,0,303.75,,
16228,2900WBL,0,0,0,303.75,,
16251,GP1040,0,0,0,319.99,,
16253,GP1050,0,0,0,312.72,,
16254,GP1051,0,0,0,327.26,,
16260,GP1170,0,0,0,370.90,,
16267,GP2050,0,0,0,312.72,,
16268,GP2051,0,0,0,327.26,,
16269,GP2060,0,0,0,349.08,,
16270,GP2061,0,0,0,363.62,,
16276,GP2170,0,0,0,370.90,,
16286,396-1-AIS,0,0,0,154.60,,
16386,9093,5,3,2,399.99,,
16387,8369,0,0,0,427.51,,
16435,010-10380-00,16,11,5,7.14,,
16507,5025,134,72,62,32.73,,
16508,5026,165,66,99,42.32,,
16509,2723,12,5,7,24.85,,
16523,809-0915,5,2,3,173.49,,
16532,E55060,0,0,0,38.34,,
16536,E55052,0,0,0,238.63,,
16537,E55053,0,0,0,59.65,,
16578,E15024,0,0,0,457.88,,
16600,P77746,5,2,3,899.76,,
16601,P77741,4,2,2,764.80,,
16602,P77736,4,2,2,721.30,,
16604,P77727,6,3,3,653.82,,
16607,P77712,4,2,2,489.29,,
16608,P77912,17,4,13,536.05,,
16609,P77915,6,4,2,740.24,,
16610,P77726,6,3,3,644.81,,
16710,MR50B,8,6,2,32.19,54.99,
16755,P77099,0,0,0,779.80,,
16790,010-10552-00,6,3,3,52.49,,
16791,010-10551-00,23,10,13,41.24,,
16850,129E,0,0,0,541.50,,
16851,189E,0,0,0,582.47,,
16852,249E,0,0,0,603.36,,
16853,309E,0,0,0,629.39,,
16854,369E,0,0,0,648.79,,
16855,429E,0,0,0,681.52,,
16856,549E,0,0,0,829.96,,
16857,1212E,0,0,0,583.21,,
16858,1812E,0,0,0,603.36,,
16859,2412E,0,0,0,623.43,,
16860,3012E,0,0,0,648.79,,
16861,3612E,0,0,0,681.52,,
16862,4212E,0,0,0,724.72,,
16863,4812E,0,0,0,865.49,,
16864,5412E,0,0,0,1007.97,,
16865,489E,0,0,0,724.72,,
16866,6012E,0,0,0,1097.85,,
16867,6612E,0,0,0,1155.60,,
16868,7212E,0,0,0,1247.79,,
16869,129,0,0,0,473.00,,
16870,189,0,0,0,513.97,,
16871,249,0,0,0,534.80,,
16872,309,0,0,0,560.89,,
16873,369,0,0,0,580.23,,
16875,429,0,0,0,613.02,,
16876,549,0,0,0,755.22,,
16877,1212,0,0,0,514.71,,
16878,1812,0,0,0,534.80,,
16879,2412,0,0,0,554.89,,
16880,3012,0,0,0,580.23,,
16881,3612,0,0,0,613.02,,
16882,4212,0,0,0,656.22,,
16883,4812,0,0,0,796.99,,
16884,5412,0,0,0,855.08,,
16885,489,0,0,0,716.19,,
16887,6012,0,0,0,938.50,,
16888,6612,0,0,0,1103.93,,
16889,7212,0,0,0,1173.06,,
16890,M80,0,0,0,520.67,,
16891,M120,0,0,0,557.92,,
16892,ST9,0,0,0,632.37,,
16893,ST12,2,0,2,799.97,,
16894,ST16,4,1,3,865.49,,
16897,ES2000,3,3,0,68.56,,
16898,ES2000A,4,2,2,91.61,,
16913,A1101A,52,28,24,73.76,,
16915,A1103,5,2,3,14.19,,
16920,A1113,9,3,6,5.96,,
16921,A1114,21,10,11,6.76,,
16922,A1115,14,4,10,2.70,,
16923,A1200S,11,5,6,73.76,,
16925,AR512,2,0,2,59.62,,
16928,V351HPU1,144,74,70,269.06,,
16929,V351HPU2,0,0,0,285.31,,
16930,VP1135R,8,8,0,42.46,,
16931,VP1135G,3,3,0,42.46,,
16932,T1125-20,8,4,4,28.32,,
16957,P55950,6,5,1,543.86,,
16958,P55750,5,3,2,494.52,,
16968,"578-SW ",10,4,6,255.51,,
17029,DNW-200,0,0,0,540.16,,
17037,E26001-PZ,0,0,0,169.60,,199.00
17039,E66066,0,0,0,83.32,,
17061,526TID-HDD,0,0,0,1244.44,,
17064,010-10603-00,61,17,44,14.99,,
17067,FMB321,29,16,13,9.38,,
17088,CA200B-12H,0,0,0,1599.09,,
17153,010-10570-00,0,0,0,21.99,,
17180,000-152-867,0,0,0,272.73,,
17185,PSU008,0,0,0,1177.27,,
19000,5001,16,9,7,21.42,,
19005,5138,15,5,10,4.19,,
19006,7198,37,10,27,5.81,,
19007,5139,30,20,10,4.19,,
19008,5140,18,9,9,4.19,,
19009,5141,34,20,14,4.19,,
19010,5142,10,0,10,4.68,,
19011,5143,31,18,13,4.32,,
19012,5101,22,15,7,7.27,,
19013,5102,17,10,7,7.27,,
19014,5103,6,0,6,7.27,,
19015,5104,16,4,12,7.27,,
19016,5105,4,2,2,7.27,,
19018,5107,27,7,20,7.27,,
19019,5112,8,8,0,45.58,,
19020,5113,0,0,0,45.58,,
19021,5114,17,10,7,45.58,,
19022,5115,12,10,2,45.58,,
19023,5116,5,0,5,45.58,,
19024,5117,2,1,1,49.72,,
19025,5118,0,0,0,49.72,,
19026,5119,43,15,28,49.72,,
19027,5120,15,5,10,56.05,,
19028,5121,56,21,35,49.72,,
19041,8023,5,2,3,191.18,,
19042,8025,5,1,4,127.97,,
19045,8054,0,0,0,77.82,,
19046,8053,5,2,3,125.89,,
19047,8058,0,0,0,131.73,,
19048,8059,4,1,3,188.59,,
19049,8027,4,3,1,211.24,,
19050,8043,10,8,2,234.90,,
19051,8032,4,2,2,170.99,,
19052,8029,4,2,2,122.65,,
19053,8077,17,5,12,86.92,,
19057,9002E,16,6,10,47.33,,
19059,7210,97,44,53,16.27,,
19060,7214,59,34,25,16.27,,
19061,7222,21,21,0,16.27,,
20208,2010,17,7,10,6.65,,
20209,2107,2,0,2,124.01,,
20210,2201,8,0,8,18.46,,
20211,2202,8,0,8,18.46,,
20212,2203,16,13,3,20.34,,
20213,2204,16,10,6,20.34,,
20218,2300,65,52,13,14.94,,
20219,2306,22,11,11,4.99,,
20220,2606,19,11,8,16.87,,
20222,2715,27,8,19,3.20,,
20224,2722,3,0,3,22.00,,
20231,3000,10,5,5,66.68,,
20232,3001,5,0,5,76.09,,
20233,3002,11,3,8,84.39,,
20234,3003,7,4,3,79.03,,
20377,4001,75,72,3,5.43,,
20378,4005,9,5,4,4.56,,
20379,4006,11,5,6,4.44,,
20380,4008,33,20,13,2.77,,
20381,4009,13,6,7,2.80,,
20382,4010,84,45,39,2.63,,
20383,4011,48,19,29,2.63,,
20384,4012,77,47,30,4.06,,
20385,4013,61,31,30,4.06,,
20386,4014,41,28,13,4.41,,
20387,4015,44,18,26,4.41,,
20388,4016,17,7,10,5.04,,
20389,4017,38,11,27,4.23,,
20390,4026,11,6,5,23.80,,
20391,4027,10,4,6,27.35,,
20392,4028,8,3,5,72.13,,
20393,4029,0,0,0,119.75,,
20396,4111,14,5,9,4.57,,
20397,4130,8,4,4,24.51,,
20398,4131,7,3,4,24.51,,
20399,4135,81,13,68,3.61,,
20400,4136,11,0,11,3.61,,
20401,4137,239,56,183,3.61,,
20402,4138,77,33,44,3.35,,
20404,4150,106,19,87,7.65,,
20405,4151,44,12,32,7.97,,
20406,4152,27,11,16,8.24,,
20407,4153,11,9,2,8.15,,
20408,4154,37,8,29,8.15,,
20409,4155,15,7,8,22.62,,
20410,4215,1,1,0,11.62,,
20411,4216,15,6,9,12.85,,
20412,4217,9,5,4,16.82,,
20413,4218,6,5,1,11.62,,
20414,4302,2,0,2,42.42,,
20415,4304,5,2,3,67.97,,
20416,4306,7,4,3,95.65,,
20417,4308,3,1,2,134.44,,
20422,4374,2,1,1,83.46,,
20423,4376,6,3,3,103.49,,
20428,5021,85,77,8,4.90,,
20429,5028,23,5,18,28.63,,
20430,5029,60,26,34,36.88,,
20431,5030,9,2,7,37.28,,
20432,5031,24,17,7,47.29,,
20433,5033,12,8,4,32.33,,
20434,5034,7,2,5,42.29,,
20435,5108,0,0,0,7.27,,
20436,5122,17,7,10,21.13,,
20437,5123,20,5,15,21.13,,
20438,5124,36,9,27,21.13,,
20439,5125,17,8,9,21.13,,
20440,5126,19,6,13,21.13,,
20441,5127,24,15,9,21.13,,
20442,5128,3,1,2,22.51,,
20443,5129,39,29,10,21.13,,
20445,5131,19,9,10,25.85,,
20448,5135,8,5,3,27.16,,
20449,5136,36,23,13,25.85,,
20450,5137,26,19,7,25.85,,
20451,5161,0,0,0,40.23,,
20453,5163,0,0,0,39.11,,
20454,5164,0,0,0,21.13,,
20455,5165,5,5,0,21.13,,
20491,5235,53,24,29,2.33,,
20492,5236,27,16,11,1.97,,
20493,5237,11,2,9,1.97,,
20494,5238,28,13,15,1.97,,
20495,5239,54,31,23,1.97,,
20496,5240,31,23,8,1.97,,
20497,5241,12,4,8,1.97,,
20498,5242,34,14,20,1.97,,
20499,5243,26,14,12,1.97,,
20500,5244,21,7,14,1.97,,
20501,5245,25,12,13,1.97,,
20502,5246,45,30,15,1.97,,
20505,6007,48,5,43,29.29,,
20506,6010,8,4,4,44.44,,
20507,6011,54,19,35,36.56,,
20508,6337,4,2,2,182.62,,
20520,7035,5,3,2,71.85,,
20521,7036,9,6,3,71.85,,
20523,7038,7,2,5,71.85,,
20524,7039,18,8,10,71.85,,
20525,7040,16,15,1,71.85,,
20526,7041,5,0,5,71.85,,
20527,7042,3,0,3,71.85,,
20528,7043,8,5,3,71.85,,
20529,7044,16,3,13,71.85,,
20531,7046,21,17,4,71.85,,
20532,7047,4,0,4,71.85,,
20533,7048,20,14,6,71.85,,
20534,7050,0,0,0,4.72,,
20536,7052,161,44,117,4.72,,
20537,7053,4,0,4,4.65,,
20538,7054,151,59,92,4.19,,
20540,7056,116,33,83,4.19,,
20541,7057,83,26,57,4.48,,
20542,7058,22,17,5,4.62,,
20543,7059,34,19,15,4.78,,
20545,7061,17,5,12,5.53,,
20555,7135,11,9,2,71.85,,
20556,7136,8,0,8,71.85,,
20558,7138,7,5,2,71.85,,
20559,7139,17,2,15,71.85,,
20560,7140,27,11,16,71.85,,
20561,7141,17,6,11,71.85,,
20562,7142,16,9,7,71.85,,
20563,7143,8,3,5,71.85,,
20564,7144,21,12,9,71.85,,
20566,7146,22,5,17,71.85,,
20568,7148,25,10,15,71.85,,
20569,7200,5,0,5,17.39,,
20570,7201,10,9,1,15.52,,
20571,7204,17,12,5,16.27,,
20572,7205,5,2,3,16.27,,
20573,7209,18,9,9,16.27,,
20574,7212,28,14,14,16.27,,
20575,7213,21,15,6,16.27,,
20576,7216,21,8,13,16.27,,
20577,7217,8,5,3,16.27,,
20578,7220,13,11,2,16.27,,
20579,7221,12,6,6,16.27,,
20580,7224,17,9,8,16.27,,
20581,7225,6,3,3,16.27,,
20582,7228,9,3,6,16.27,,
20583,7229,9,5,4,16.27,,
20584,7232,4,4,0,38.61,,
20585,7236,5,1,4,37.54,,
20586,7237,9,5,4,37.54,,
20587,7239,0,0,0,38.61,,
20588,7241,7,4,3,37.54,,
20589,7244,12,5,7,40.54,,
20590,7246,18,6,12,40.54,,
20591,7248,0,0,0,40.54,,
20592,7250,37,5,32,40.54,,
20593,7251,16,8,8,97.54,,
20594,7254,13,5,8,97.54,,
20595,7256,0,0,0,97.54,,
20596,7258,0,0,0,100.32,,
20601,7267,0,0,0,132.95,,
20602,7268,0,0,0,132.95,,
20603,7269,0,0,0,132.95,,
20604,7270,0,0,0,171.53,,
20605,7271,6,5,1,171.53,,
20606,7287,3,3,0,125.81,,
20607,7288,0,0,0,125.81,,
20608,7289,2,2,0,129.38,,
20609,7290,7,3,4,125.81,,
20613,7294,14,9,5,38.61,,
20614,7295,10,5,5,38.61,,
20615,7299,4,4,0,16.27,,
20633,7347,4,0,4,16.72,,
20634,7348,10,5,5,38.61,,
20635,7349,8,5,3,38.61,,
20636,7350,19,5,14,40.54,,
20637,7351,18,4,14,40.54,,
20638,7352,18,6,12,40.54,,
20639,7353,18,10,8,40.54,,
20640,7354,10,5,5,40.54,,
20641,7355,0,0,0,40.54,,
20642,7365,0,0,0,97.54,,
20645,7372,8,6,2,236.94,,
20649,7400,19,15,4,20.51,,
20650,7401,2,2,0,21.09,,
20651,7402,11,6,5,20.51,,
20652,7403,17,7,10,20.51,,
20653,7404,19,9,10,20.51,,
20654,7405,9,7,2,20.51,,
20655,7406,32,6,26,20.51,,
20656,7407,27,8,19,20.51,,
20657,7408,20,10,10,20.51,,
20658,7425,5,5,0,22.10,,
20660,7427,4,0,4,22.10,,
20661,7428,7,1,6,22.10,,
20662,7429,8,6,2,21.49,,
20663,7430,0,0,0,22.10,,
20666,7433,3,3,0,22.10,,
20670,7475,4,2,2,124.85,,
20671,7476,2,0,2,124.85,,
20672,7477,2,2,0,183.33,,
20678,7900,9,5,4,4.51,,
20679,7901,9,5,4,5.46,,
20680,7902,6,2,4,6.72,,
20681,8003,7,3,4,32.37,,
20682,8005,2,0,2,35.09,,
20685,8017,2,1,1,65.68,,
20686,8018,1,0,1,65.68,,
20687,8019,0,0,0,87.49,,
20688,8028,7,2,5,33.24,,
20689,8034,87,37,50,2.44,,
20690,8035,20,10,10,1.56,,
20691,8037,0,0,0,1.75,,
20693,8041,0,0,0,72.28,,
20694,8069,0,0,0,17.92,,
